Absolute path;Relative path;Class
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0001.txt;../CEGVK39N/laba/dataset/1/0001.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0002.txt;../CEGVK39N/laba/dataset/1/0002.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0003.txt;../CEGVK39N/laba/dataset/1/0003.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0004.txt;../CEGVK39N/laba/dataset/1/0004.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0005.txt;../CEGVK39N/laba/dataset/1/0005.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0006.txt;../CEGVK39N/laba/dataset/1/0006.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0007.txt;../CEGVK39N/laba/dataset/1/0007.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0008.txt;../CEGVK39N/laba/dataset/1/0008.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0009.txt;../CEGVK39N/laba/dataset/1/0009.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0010.txt;../CEGVK39N/laba/dataset/1/0010.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0011.txt;../CEGVK39N/laba/dataset/1/0011.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0012.txt;../CEGVK39N/laba/dataset/1/0012.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0013.txt;../CEGVK39N/laba/dataset/1/0013.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0014.txt;../CEGVK39N/laba/dataset/1/0014.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0015.txt;../CEGVK39N/laba/dataset/1/0015.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0016.txt;../CEGVK39N/laba/dataset/1/0016.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0017.txt;../CEGVK39N/laba/dataset/1/0017.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0018.txt;../CEGVK39N/laba/dataset/1/0018.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0019.txt;../CEGVK39N/laba/dataset/1/0019.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0020.txt;../CEGVK39N/laba/dataset/1/0020.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0021.txt;../CEGVK39N/laba/dataset/1/0021.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0022.txt;../CEGVK39N/laba/dataset/1/0022.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0023.txt;../CEGVK39N/laba/dataset/1/0023.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0024.txt;../CEGVK39N/laba/dataset/1/0024.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0025.txt;../CEGVK39N/laba/dataset/1/0025.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0026.txt;../CEGVK39N/laba/dataset/1/0026.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0027.txt;../CEGVK39N/laba/dataset/1/0027.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0028.txt;../CEGVK39N/laba/dataset/1/0028.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0029.txt;../CEGVK39N/laba/dataset/1/0029.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0030.txt;../CEGVK39N/laba/dataset/1/0030.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0031.txt;../CEGVK39N/laba/dataset/1/0031.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0032.txt;../CEGVK39N/laba/dataset/1/0032.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0033.txt;../CEGVK39N/laba/dataset/1/0033.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0034.txt;../CEGVK39N/laba/dataset/1/0034.txt;1
C:/Users/marGO.LAPTOP-CEGVK39N/laba/dataset/1/0035.txt;../CEGVK39N/laba/dataset/1/0035.txt;1
